year,month,average_temperature_f,temperature_anomaly_f,state
2013,6,74.1,4.9,New Mexico
2013,7,73,0.3,New Mexico
2013,8,72.3,1.4,New Mexico
2013,9,66,1.5,New Mexico
2013,10,52.6,-1.5,New Mexico
2013,11,42.7,0.6,New Mexico
2013,12,34.5,0.1,New Mexico
2014,1,36.4,2.7,New Mexico
2014,2,41.9,4.1,New Mexico
2014,3,46,2.5,New Mexico
2014,4,52.3,0.9,New Mexico
2014,5,60.1,-0.1,New Mexico
2014,6,72.4,3.2,New Mexico
2014,7,74.2,1.5,New Mexico
2014,8,70.5,-0.4,New Mexico
2014,9,66.5,2,New Mexico
2014,10,57.4,3.3,New Mexico
2014,11,42.4,0.3,New Mexico
2014,12,37.6,3.2,New Mexico
2015,1,35.6,1.9,New Mexico
2015,2,41.4,3.6,New Mexico
2015,3,47.6,4.1,New Mexico
2015,4,52.5,1.1,New Mexico
2015,5,58.3,-1.9,New Mexico
2015,6,71.6,2.4,New Mexico
2015,7,73.1,0.4,New Mexico
2015,8,73.4,2.5,New Mexico
2015,9,69,4.5,New Mexico
2015,10,57.5,3.4,New Mexico
2015,11,43.4,1.3,New Mexico
2015,12,35.9,1.5,New Mexico
2016,1,34.3,0.6,New Mexico
2016,2,42,4.2,New Mexico
2016,3,48.3,4.8,New Mexico
2016,4,52.3,0.9,New Mexico
2016,5,59.4,-0.8,New Mexico
2016,6,73,3.8,New Mexico
2016,7,76.9,4.2,New Mexico
2016,8,70.1,-0.8,New Mexico
2016,9,65.9,1.4,New Mexico
2016,10,59.6,5.5,New Mexico
2016,11,46.7,4.6,New Mexico
2016,12,37.8,3.4,New Mexico
2017,1,37.2,3.5,New Mexico
2017,2,44.5,6.7,New Mexico
2017,3,51.2,7.7,New Mexico
2017,4,53.7,2.3,New Mexico
2017,5,60.1,-0.1,New Mexico
2017,6,72.8,3.6,New Mexico
2017,7,74.6,1.9,New Mexico
2017,8,70.8,-0.1,New Mexico
2017,9,66.4,1.9,New Mexico
2017,10,56.4,2.3,New Mexico
2017,11,50.2,8.1,New Mexico
2017,12,38.7,4.3,New Mexico
2018,1,37,3.3,New Mexico
2018,2,41.3,3.5,New Mexico
2018,3,47.2,3.7,New Mexico
2018,4,55.1,3.7,New Mexico
2018,5,65.5,5.3,New Mexico
2018,6,74.3,5.1,New Mexico
2018,7,75.1,2.4,New Mexico
2018,8,73,2.1,New Mexico
2018,9,66.9,2.4,New Mexico
2018,10,53.9,-0.2,New Mexico
2018,11,41.2,-0.9,New Mexico
2018,12,35.6,1.2,New Mexico
2019,1,35.6,1.9,New Mexico
2019,2,38.1,0.3,New Mexico
2019,3,45.6,2.1,New Mexico
2019,4,53.9,2.5,New Mexico
2019,5,58.1,-2.1,New Mexico
2019,6,69.4,0.2,New Mexico
2019,7,75.5,2.8,New Mexico
2019,8,75.3,4.4,New Mexico
2019,9,69,4.5,New Mexico
2019,10,52.2,-1.9,New Mexico
2019,11,43.5,1.4,New Mexico
2019,12,37.2,2.8,New Mexico
2020,1,37.1,3.4,New Mexico
2020,2,38.5,0.7,New Mexico
2020,3,48,4.5,New Mexico
2020,4,54,2.6,New Mexico
2020,5,65.1,4.9,New Mexico
2020,6,72.5,3.3,New Mexico
2020,7,76.6,3.9,New Mexico
2020,8,76.2,5.3,New Mexico
2020,9,65,0.5,New Mexico
2020,10,56.6,2.5,New Mexico
2020,11,47.5,5.4,New Mexico
2020,12,35,0.6,New Mexico
2010,1,21.8,1.9,New York
2010,2,24.1,3.4,New York
2010,3,38.2,7.7,New York
2010,4,49.2,6.4,New York
2010,5,58.6,4.1,New York
2010,6,65.1,1.6,New York
2010,7,71.4,3.2,New York
2010,8,68.2,2.1,New York
2010,9,60.9,1.9,New York
2010,10,48.5,0.4,New York
2010,11,37.9,1.6,New York
2010,12,23.1,-1.4,New York
2011,1,18.6,-1.3,New York
2011,2,21.8,1.1,New York
2011,3,30.9,0.4,New York
2011,4,45,2.2,New York
2011,5,58,3.5,New York
2011,6,65.1,1.6,New York
2011,7,71.4,3.2,New York
2011,8,67.6,1.5,New York
2011,9,62.6,3.6,New York
2011,10,49.6,1.5,New York
2011,11,43.1,6.8,New York
2011,12,31.8,7.3,New York
2012,1,26,6.1,New York
2012,2,29.9,9.2,New York
2012,3,43.3,12.8,New York
2012,4,43.9,1.1,New York
2012,5,60.5,6,New York
2012,6,64.6,1.1,New York
2012,7,71.4,3.2,New York
2012,8,68.4,2.3,New York
2012,9,59.9,0.9,New York
2012,10,50.9,2.8,New York
2012,11,35.7,-0.6,New York
2012,12,31.6,7.1,New York
2013,1,24.3,4.4,New York
2013,2,23.3,2.6,New York
2013,3,30.6,0.1,New York
2013,4,43.4,0.6,New York
2013,5,57.2,2.7,New York
2013,6,64,0.5,New York
2013,7,71.2,3,New York
2013,8,65.8,-0.3,New York
2013,9,58.3,-0.7,New York
2013,10,50.8,2.7,New York
2013,11,34.4,-1.9,New York
2013,12,25.4,0.9,New York
2014,1,16.9,-3,New York
2014,2,18.8,-1.9,New York
2014,3,23.6,-6.9,New York
2014,4,43.5,0.7,New York
2014,5,56.7,2.2,New York
2014,6,65,1.5,New York
2014,7,67.4,-0.8,New York
2014,8,65.3,-0.8,New York
2014,9,60.1,1.1,New York
2014,10,51.3,3.2,New York
2014,11,35.3,-1,New York
2014,12,30.2,5.7,New York
2015,1,16.2,-3.7,New York
2015,2,9.2,-11.5,New York
2015,3,25.5,-5,New York
2015,4,43.3,0.5,New York
2015,5,61,6.5,New York
2015,6,63,-0.5,New York
2015,7,68.1,-0.1,New York
2015,8,67.5,1.4,New York
2015,9,65,6,New York
2015,10,47.4,-0.7,New York
2015,11,42.8,6.5,New York
2015,12,39.3,14.8,New York
2016,1,23.7,3.8,New York
2016,2,26.7,6,New York
2016,3,37.7,7.2,New York
2016,4,41.3,-1.5,New York
2016,5,55.7,1.2,New York
2016,6,64.1,0.6,New York
2016,7,70.4,2.2,New York
2016,8,70.9,4.8,New York
2016,9,62.9,3.9,New York
2016,10,50.5,2.4,New York
2016,11,40.2,3.9,New York
2016,12,27.6,3.1,New York
2017,1,27.9,8,New York
2017,2,30.6,9.9,New York
2017,3,28.2,-2.3,New York
2017,4,48.8,6,New York
2017,5,54,-0.5,New York
2017,6,63.9,0.4,New York
2017,7,68.1,-0.1,New York
2017,8,65.6,-0.5,New York
2017,9,62.3,3.3,New York
2017,10,54.8,6.7,New York
2017,11,36.2,-0.1,New York
2017,12,22.6,-1.9,New York
2018,1,19.1,-0.8,New York
2018,2,29.4,8.7,New York
2018,3,29.9,-0.6,New York
2018,4,37.8,-5,New York
2018,5,60,5.5,New York
2018,6,63.4,-0.1,New York
2018,7,71.2,3,New York
2018,8,70.4,4.3,New York
2018,9,63.6,4.6,New York
2018,10,47.7,-0.4,New York
2018,11,33.3,-3,New York
2018,12,28.5,4,New York
2019,1,19.4,-0.5,New York
2019,2,24.2,3.5,New York
2019,3,29.5,-1,New York
2019,4,44.5,1.7,New York
2019,5,54.2,-0.3,New York
2019,6,62.9,-0.6,New York
2019,7,71,2.8,New York
2019,8,66.6,0.5,New York
2019,9,60.3,1.3,New York
2019,10,50.2,2.1,New York
2019,11,32.8,-3.5,New York
2019,12,27.3,2.8,New York
2020,1,27.7,7.8,New York
2020,2,26.6,5.9,New York
2020,3,37.2,6.7,New York
2020,4,41.1,-1.7,New York
2020,5,54.2,-0.3,New York
2020,6,65.2,1.7,New York
2020,7,72.9,4.7,New York
2020,8,68.6,2.5,New York
2020,9,59.6,0.6,New York
2020,10,49,0.9,New York
2020,11,41.9,5.6,New York
2020,12,29.8,5.3,New York
2010,1,36.6,-3.4,North Carolina
2010,2,36.9,-5,North Carolina
2010,3,49.5,0.2,North Carolina
2010,4,61.3,3.5,North Carolina
2010,5,69.5,3.1,North Carolina
2010,6,78.8,5.2,North Carolina
2010,7,79.4,2.5,North Carolina
2010,8,78.6,3,North Carolina
2010,9,73.1,2.8,North Carolina
2010,10,60.9,1.3,North Carolina
2010,11,50,0.6,North Carolina
2010,12,33.6,-7.8,North Carolina
2011,1,36.2,-3.8,North Carolina
2011,2,45.7,3.8,North Carolina
2011,3,50.6,1.3,North Carolina
2011,4,61.4,3.6,North Carolina
2011,5,67.6,1.2,North Carolina
2011,6,77,3.4,North Carolina
2011,7,80,3.1,North Carolina
2011,8,77.7,2.1,North Carolina
2011,9,71,0.7,North Carolina
2011,10,58.2,-1.4,North Carolina
2011,11,52.4,3,North Carolina
2011,12,46.9,5.5,North Carolina
2012,1,43.9,3.9,North Carolina
2012,2,45.8,3.9,North Carolina
2012,3,58.7,9.4,North Carolina
2012,4,59.2,1.4,North Carolina
2012,5,69.6,3.2,North Carolina
2012,6,72.3,-1.3,North Carolina
2012,7,80.3,3.4,North Carolina
2012,8,75.6,0,North Carolina
2012,9,69.8,-0.5,North Carolina
2012,10,59.5,-0.1,North Carolina
2012,11,46.3,-3.1,North Carolina
2012,12,47.6,6.2,North Carolina
2013,1,44.1,4.1,North Carolina
2013,2,41.8,-0.1,North Carolina
2013,3,44,-5.3,North Carolina
2013,4,58.7,0.9,North Carolina
2013,5,65.1,-1.3,North Carolina
2013,6,74.3,0.7,North Carolina
2013,7,77,0.1,North Carolina
2013,8,74.4,-1.2,North Carolina
2013,9,69.4,-0.9,North Carolina
2013,10,60.7,1.1,North Carolina
2013,11,47.8,-1.6,North Carolina
2013,12,45.4,4,North Carolina
2014,1,35.3,-4.7,North Carolina
2014,2,43,1.1,North Carolina
2014,3,45.5,-3.8,North Carolina
2014,4,59.2,1.4,North Carolina
2014,5,68.5,2.1,North Carolina
2014,6,75.2,1.6,North Carolina
2014,7,75.7,-1.2,North Carolina
2014,8,74.3,-1.3,North Carolina
2014,9,71.2,0.9,North Carolina
2014,10,61.4,1.8,North Carolina
2014,11,45.8,-3.6,North Carolina
2014,12,45.1,3.7,North Carolina
2015,1,39.4,-0.6,North Carolina
2015,2,34.9,-7,North Carolina
2015,3,50.7,1.4,North Carolina
2015,4,60,2.2,North Carolina
2015,5,68.6,2.2,North Carolina
2015,6,77.3,3.7,North Carolina
2015,7,78.5,1.6,North Carolina
2015,8,76.1,0.5,North Carolina
2015,9,71.6,1.3,North Carolina
2015,10,60,0.4,North Carolina
2015,11,54.4,5,North Carolina
2015,12,54.7,13.3,North Carolina
2016,1,38.4,-1.6,North Carolina
2016,2,43.2,1.3,North Carolina
2016,3,56.2,6.9,North Carolina
2016,4,58.7,0.9,North Carolina
2016,5,65.8,-0.6,North Carolina
2016,6,75.3,1.7,North Carolina
2016,7,80.1,3.2,North Carolina
2016,8,79.2,3.6,North Carolina
2016,9,74.3,4,North Carolina
2016,10,63.2,3.6,North Carolina
2016,11,51.7,2.3,North Carolina
2016,12,44,2.6,North Carolina
2017,1,45.4,5.4,North Carolina
2017,2,50.7,8.8,North Carolina
2017,3,50,0.7,North Carolina
2017,4,63.9,6.1,North Carolina
2017,5,67.7,1.3,North Carolina
2017,6,73.8,0.2,North Carolina
2017,7,78.7,1.8,North Carolina
2017,8,75.8,0.2,North Carolina
2017,9,70.5,0.2,North Carolina
2017,10,62.8,3.2,North Carolina
2017,11,50.3,0.9,North Carolina
2017,12,42.4,1,North Carolina
2018,1,35.9,-4.1,North Carolina
2018,2,51.9,10,North Carolina
2018,3,46.3,-3,North Carolina
2018,4,56.1,-1.7,North Carolina
2018,5,71.6,5.2,North Carolina
2018,6,76.8,3.2,North Carolina
2018,7,77.2,0.3,North Carolina
2018,8,77.3,1.7,North Carolina
2018,9,76.2,5.9,North Carolina
2018,10,62.5,2.9,North Carolina
2018,11,48.4,-1,North Carolina
2018,12,45,3.6,North Carolina
2019,1,42,2,North Carolina
2019,2,48.1,6.2,North Carolina
2019,3,48.8,-0.5,North Carolina
2019,4,61.1,3.3,North Carolina
2019,5,72.2,5.8,North Carolina
2019,6,74.2,0.6,North Carolina
2019,7,79,2.1,North Carolina
2019,8,77,1.4,North Carolina
2019,9,74.9,4.6,North Carolina
2019,10,64.6,5,North Carolina
2019,11,47.4,-2,North Carolina
2019,12,46.6,5.2,North Carolina
2020,1,46,6,North Carolina
2020,2,47,5.1,North Carolina
2020,3,55.9,6.6,North Carolina
2020,4,57.4,-0.4,North Carolina
2020,5,63.6,-2.8,North Carolina
2020,6,73.2,-0.4,North Carolina
2020,7,79.6,2.7,North Carolina
2020,8,77.5,1.9,North Carolina
2020,9,69.7,-0.6,North Carolina
2020,10,63,3.4,North Carolina
2020,11,54.8,5.4,North Carolina
2020,12,42.2,0.8,North Carolina
2010,1,9.7,3.2,North Dakota
2010,2,9.3,-2.5,North Dakota
2010,3,31.6,6.8,North Dakota
2010,4,47.2,5.9,North Dakota
2010,5,52.4,-1.4,North Dakota
2010,6,63.1,0.1,North Dakota
2010,7,68.8,-0.2,North Dakota
2010,8,69,2.1,North Dakota
2010,9,54.6,-1.6,North Dakota
2010,10,48,3.9,North Dakota
2010,11,27.2,0.9,North Dakota
2010,12,9.6,-3.1,North Dakota
2011,1,6.4,-0.1,North Dakota
2011,2,10,-1.8,North Dakota
2011,3,19.2,-5.6,North Dakota
2011,4,39.1,-2.2,North Dakota
2011,5,50.9,-2.9,North Dakota
2011,6,62.4,-0.6,North Dakota
2011,7,71.1,2.1,North Dakota
2011,8,68.6,1.7,North Dakota
2011,9,58.3,2.1,North Dakota
2011,10,48.4,4.3,North Dakota
2011,11,30.5,4.2,North Dakota
2011,12,23,10.3,North Dakota
2012,1,20,13.5,North Dakota
2012,2,21,9.2,North Dakota
2012,3,40.6,15.8,North Dakota
2012,4,45.8,4.5,North Dakota
2012,5,55,1.2,North Dakota
2012,6,65.5,2.5,North Dakota
2012,7,74.1,5.1,North Dakota
2012,8,67.4,0.5,North Dakota
2012,9,58.2,2,North Dakota
2012,10,41.2,-2.9,North Dakota
2012,11,27.5,1.2,North Dakota
2012,12,13.3,0.6,North Dakota
2013,1,11.4,4.9,North Dakota
2013,2,16.8,5,North Dakota
2013,3,17.6,-7.2,North Dakota
2013,4,31.3,-10,North Dakota
2013,5,53.4,-0.4,North Dakota
2013,6,63.3,0.3,North Dakota
2013,7,68.3,-0.7,North Dakota
2013,8,68.6,1.7,North Dakota
2013,9,62,5.8,North Dakota
2013,10,41.6,-2.5,North Dakota
2013,11,26.2,-0.1,North Dakota
2013,12,5,-7.7,North Dakota
2014,1,8.5,2,North Dakota
2014,2,5.6,-6.2,North Dakota
2014,3,22.7,-2.1,North Dakota
2014,4,38.2,-3.1,North Dakota
2014,5,53.7,-0.1,North Dakota
2014,6,62.5,-0.5,North Dakota
2014,7,66.8,-2.2,North Dakota
2014,8,67,0.1,North Dakota
2014,9,57.8,1.6,North Dakota
2014,10,46.5,2.4,North Dakota
2014,11,20.2,-6.1,North Dakota
2014,12,18.2,5.5,North Dakota
2015,1,16,9.5,North Dakota
2015,2,8.4,-3.4,North Dakota
2015,3,33,8.2,North Dakota
2015,4,44.3,3,North Dakota
2015,5,52.4,-1.4,North Dakota
2015,6,65.1,2.1,North Dakota
2015,7,69.9,0.9,North Dakota
2015,8,68,1.1,North Dakota
2015,9,62,5.8,North Dakota
2015,10,47.8,3.7,North Dakota
2015,11,32.5,6.2,North Dakota
2015,12,21.1,8.4,North Dakota
2016,1,14.6,8.1,North Dakota
2016,2,25.6,13.8,North Dakota
2016,3,36.3,11.5,North Dakota
2016,4,41.8,0.5,North Dakota
2016,5,56.6,2.8,North Dakota
2016,6,66,3,North Dakota
2016,7,69.3,0.3,North Dakota
2016,8,68,1.1,North Dakota
2016,9,58.6,2.4,North Dakota
2016,10,46.1,2,North Dakota
2016,11,39.3,13,North Dakota
2016,12,10.2,-2.5,North Dakota
2017,1,11.2,4.7,North Dakota
2017,2,20.5,8.7,North Dakota
2017,3,27.4,2.6,North Dakota
2017,4,42.7,1.4,North Dakota
2017,5,54.8,1,North Dakota
2017,6,64.8,1.8,North Dakota
2017,7,72.2,3.2,North Dakota
2017,8,65.2,-1.7,North Dakota
2017,9,58.3,2.1,North Dakota
2017,10,45,0.9,North Dakota
2017,11,26.4,0.1,North Dakota
2017,12,15.6,2.9,North Dakota
2018,1,11.8,5.3,North Dakota
2018,2,5.4,-6.4,North Dakota
2018,3,24.7,-0.1,North Dakota
2018,4,33.3,-8,North Dakota
2018,5,60.2,6.4,North Dakota
2018,6,67.4,4.4,North Dakota
2018,7,69.3,0.3,North Dakota
2018,8,67.6,0.7,North Dakota
2018,9,55,-1.2,North Dakota
2018,10,39.1,-5,North Dakota
2018,11,22.9,-3.4,North Dakota
2018,12,20.8,8.1,North Dakota
2019,1,9.8,3.3,North Dakota
2019,2,-2.7,-14.5,North Dakota
2019,3,20.6,-4.2,North Dakota
2019,4,41.8,0.5,North Dakota
2019,5,49.6,-4.2,North Dakota
2019,6,64,1,North Dakota
2019,7,69.3,0.3,North Dakota
2019,8,65.5,-1.4,North Dakota
2019,9,58.3,2.1,North Dakota
2019,10,37.6,-6.5,North Dakota
2019,11,26.1,-0.2,North Dakota
2019,12,16.1,3.4,North Dakota
2020,1,12.9,6.4,North Dakota
2020,2,17.8,6,North Dakota
2020,3,29.8,5,North Dakota
2020,4,37.6,-3.7,North Dakota
2020,5,52.5,-1.3,North Dakota
2020,6,66.9,3.9,North Dakota
2020,7,70.3,1.3,North Dakota
2020,8,69.2,2.3,North Dakota
2020,9,57.1,0.9,North Dakota
2020,10,37.8,-6.3,North Dakota
2020,11,31.8,5.5,North Dakota
2020,12,23.4,10.7,North Dakota
2010,1,25,-1.9,Ohio
2010,2,25.7,-3.3,Ohio
2010,3,42.2,3.8,Ohio
2010,4,55.4,6.2,Ohio
2010,5,63.4,3.3,Ohio
2010,6,72.2,3.3,Ohio
2010,7,75.1,2.1,Ohio
2010,8,74.2,3.2,Ohio
2010,9,65.9,1.3,Ohio
2010,10,54.7,1.8,Ohio
2010,11,41.9,1.1,Ohio
2010,12,24.8,-5.6,Ohio
2011,1,23.5,-3.4,Ohio
2011,2,30.5,1.5,Ohio
2011,3,39.6,1.2,Ohio
2011,4,52.1,2.9,Ohio
2011,5,61.7,1.6,Ohio
2011,6,70.4,1.5,Ohio
2011,7,77.3,4.3,Ohio
2011,8,71.9,0.9,Ohio
2011,9,64.2,-0.4,Ohio
2011,10,52.7,-0.2,Ohio
2011,11,46.9,6.1,Ohio
2011,12,36.9,6.5,Ohio
2012,1,32.1,5.2,Ohio
2012,2,35.1,6.1,Ohio
2012,3,52.2,13.8,Ohio
2012,4,50.2,1,Ohio
2012,5,66.4,6.3,Ohio
2012,6,70.3,1.4,Ohio
2012,7,77.5,4.5,Ohio
2012,8,71.4,0.4,Ohio
2012,9,63.3,-1.3,Ohio
2012,10,52.4,-0.5,Ohio
2012,11,39.6,-1.2,Ohio
2012,12,37.7,7.3,Ohio
2013,1,30.5,3.6,Ohio
2013,2,29.2,0.2,Ohio
2013,3,35,-3.4,Ohio
2013,4,50.6,1.4,Ohio
2013,5,63.2,3.1,Ohio
2013,6,69.5,0.6,Ohio
2013,7,72.5,-0.5,Ohio
2013,8,70.2,-0.8,Ohio
2013,9,64.5,-0.1,Ohio
2013,10,54.3,1.4,Ohio
2013,11,39,-1.8,Ohio
2013,12,32,1.6,Ohio
2014,1,19.8,-7.1,Ohio
2014,2,23.4,-5.6,Ohio
2014,3,33.6,-4.8,Ohio
2014,4,51.4,2.2,Ohio
2014,5,61.7,1.6,Ohio
2014,6,70.6,1.7,Ohio
2014,7,69.4,-3.6,Ohio
2014,8,71,0,Ohio
2014,9,64,-0.6,Ohio
2014,10,53.3,0.4,Ohio
2014,11,36.8,-4,Ohio
2014,12,35.3,4.9,Ohio
2015,1,24.4,-2.5,Ohio
2015,2,17.3,-11.7,Ohio
2015,3,35.9,-2.5,Ohio
2015,4,51.5,2.3,Ohio
2015,5,65,4.9,Ohio
2015,6,69.8,0.9,Ohio
2015,7,71.6,-1.4,Ohio
2015,8,70.1,-0.9,Ohio
2015,9,68.4,3.8,Ohio
2015,10,54.4,1.5,Ohio
2015,11,47.3,6.5,Ohio
2015,12,43.7,13.3,Ohio
2016,1,27.2,0.3,Ohio
2016,2,33.6,4.6,Ohio
2016,3,46.5,8.1,Ohio
2016,4,50.2,1,Ohio
2016,5,59.7,-0.4,Ohio
2016,6,71.2,2.3,Ohio
2016,7,74.8,1.8,Ohio
2016,8,76,5,Ohio
2016,9,69.2,4.6,Ohio
2016,10,57.7,4.8,Ohio
2016,11,45.8,5,Ohio
2016,12,31,0.6,Ohio
2017,1,34.6,7.7,Ohio
2017,2,40.5,11.5,Ohio
2017,3,40.4,2,Ohio
2017,4,56.6,7.4,Ohio
2017,5,60.1,0,Ohio
2017,6,69.6,0.7,Ohio
2017,7,73,0,Ohio
2017,8,69.7,-1.3,Ohio
2017,9,65.8,1.2,Ohio
2017,10,57.4,4.5,Ohio
2017,11,41.8,1,Ohio
2017,12,29.2,-1.2,Ohio
2018,1,25,-1.9,Ohio
2018,2,36.6,7.6,Ohio
2018,3,36.4,-2,Ohio
2018,4,45.1,-4.1,Ohio
2018,5,68,7.9,Ohio
2018,6,71.4,2.5,Ohio
2018,7,73.8,0.8,Ohio
2018,8,73.6,2.6,Ohio
2018,9,69.6,5,Ohio
2018,10,54.3,1.4,Ohio
2018,11,37.4,-3.4,Ohio
2018,12,35.1,4.7,Ohio
2019,1,27.4,0.5,Ohio
2019,2,33,4,Ohio
2019,3,36.8,-1.6,Ohio
2019,4,52.3,3.1,Ohio
2019,5,62.8,2.7,Ohio
2019,6,68.8,-0.1,Ohio
2019,7,75.9,2.9,Ohio
2019,8,71.8,0.8,Ohio
2019,9,69.8,5.2,Ohio
2019,10,56.5,3.6,Ohio
2019,11,37.4,-3.4,Ohio
2019,12,36.2,5.8,Ohio
2020,1,34.9,8,Ohio
2020,2,32.8,3.8,Ohio
2020,3,44.7,6.3,Ohio
2020,4,47.8,-1.4,Ohio
2020,5,58.4,-1.7,Ohio
2020,6,70.4,1.5,Ohio
2020,7,76.9,3.9,Ohio
2020,8,72.2,1.2,Ohio
2020,9,64.7,0.1,Ohio
2020,10,53.5,0.6,Ohio
2020,11,46.4,5.6,Ohio
2020,12,33.6,3.2,Ohio
2010,1,35.2,-1.3,Oklahoma
2010,2,35.7,-5.5,Oklahoma
2010,3,49,-0.3,Oklahoma
2010,4,61.5,2.1,Oklahoma
2010,5,68.2,0.2,Oklahoma
2010,6,81,4.1,Oklahoma
2010,7,81.9,0.2,Oklahoma
2010,8,83.9,3,Oklahoma
2010,9,75,1.9,Oklahoma
2010,10,62.3,0.7,Oklahoma
2010,11,50.4,2,Oklahoma
2010,12,39.5,0.5,Oklahoma
2011,1,35,-1.5,Oklahoma
2011,2,39.4,-1.8,Oklahoma
2011,3,52.4,3.1,Oklahoma
2011,4,62.1,2.7,Oklahoma
2011,5,67.7,-0.3,Oklahoma
2011,6,83.4,6.5,Oklahoma
2011,7,89.2,7.5,Oklahoma
2011,8,87.7,6.8,Oklahoma
2011,9,71.1,-2,Oklahoma
2011,10,61.8,0.2,Oklahoma
2011,11,50,1.6,Oklahoma
2011,12,39.9,0.9,Oklahoma
2012,1,42.7,6.2,Oklahoma
2012,2,43.8,2.6,Oklahoma
2012,3,59.6,10.3,Oklahoma
2012,4,64.3,4.9,Oklahoma
2012,5,72.6,4.6,Oklahoma
2012,6,79,2.1,Oklahoma
2012,7,85.9,4.2,Oklahoma
2012,8,81.5,0.6,Oklahoma
2012,9,74.4,1.3,Oklahoma
2012,10,59.6,-2,Oklahoma
2012,11,52.2,3.8,Oklahoma
2012,12,42.2,3.2,Oklahoma
2013,1,39.7,3.2,Oklahoma
2013,2,41.1,-0.1,Oklahoma
2013,3,47.5,-1.8,Oklahoma
2013,4,54.7,-4.7,Oklahoma
2013,5,67,-1,Oklahoma
2013,6,78.1,1.2,Oklahoma
2013,7,79.6,-2.1,Oklahoma
2013,8,80.3,-0.6,Oklahoma
2013,9,75.8,2.7,Oklahoma
2013,10,60.4,-1.2,Oklahoma
2013,11,46.6,-1.8,Oklahoma
2013,12,35.2,-3.8,Oklahoma
2014,1,36,-0.5,Oklahoma
2014,2,36.1,-5.1,Oklahoma
2014,3,46.3,-3,Oklahoma
2014,4,59.4,0,Oklahoma
2014,5,68.9,0.9,Oklahoma
2014,6,77.3,0.4,Oklahoma
2014,7,77.8,-3.9,Oklahoma
2014,8,80.7,-0.2,Oklahoma
2014,9,73.3,0.2,Oklahoma
2014,10,64.6,3,Oklahoma
2014,11,44.4,-4,Oklahoma
2014,12,41.8,2.8,Oklahoma
2015,1,37.7,1.2,Oklahoma
2015,2,37.8,-3.4,Oklahoma
2015,3,51.1,1.8,Oklahoma
2015,4,61.4,2,Oklahoma
2015,5,66.1,-1.9,Oklahoma
2015,6,78.4,1.5,Oklahoma
2015,7,82.1,0.4,Oklahoma
2015,8,79.3,-1.6,Oklahoma
2015,9,76.6,3.5,Oklahoma
2015,10,63.4,1.8,Oklahoma
2015,11,51.4,3,Oklahoma
2015,12,44.6,5.6,Oklahoma
2016,1,38.2,1.7,Oklahoma
2016,2,47.4,6.2,Oklahoma
2016,3,54.7,5.4,Oklahoma
2016,4,61.4,2,Oklahoma
2016,5,66.2,-1.8,Oklahoma
2016,6,79.2,2.3,Oklahoma
2016,7,83.2,1.5,Oklahoma
2016,8,80.8,-0.1,Oklahoma
2016,9,75.3,2.2,Oklahoma
2016,10,67.1,5.5,Oklahoma
2016,11,55.4,7,Oklahoma
2016,12,38.8,-0.2,Oklahoma
2017,1,40.9,4.4,Oklahoma
2017,2,50.5,9.3,Oklahoma
2017,3,56.2,6.9,Oklahoma
2017,4,61.4,2,Oklahoma
2017,5,66.9,-1.1,Oklahoma
2017,6,77.3,0.4,Oklahoma
2017,7,82.5,0.8,Oklahoma
2017,8,77.3,-3.6,Oklahoma
2017,9,73.3,0.2,Oklahoma
2017,10,62,0.4,Oklahoma
2017,11,52.9,4.5,Oklahoma
2017,12,40.5,1.5,Oklahoma
2018,1,36.6,0.1,Oklahoma
2018,2,41,-0.2,Oklahoma
2018,3,53,3.7,Oklahoma
2018,4,54.2,-5.2,Oklahoma
2018,5,75.1,7.1,Oklahoma
2018,6,80.6,3.7,Oklahoma
2018,7,82.7,1,Oklahoma
2018,8,79.9,-1,Oklahoma
2018,9,73.9,0.8,Oklahoma
2018,10,60.1,-1.5,Oklahoma
2018,11,44.5,-3.9,Oklahoma
2018,12,40.8,1.8,Oklahoma
2019,1,38.3,1.8,Oklahoma
2019,2,40.3,-0.9,Oklahoma
2019,3,47.3,-2,Oklahoma
2019,4,60.4,1,Oklahoma
2019,5,67,-1,Oklahoma
2019,6,75.4,-1.5,Oklahoma
2019,7,80.8,-0.9,Oklahoma
2019,8,82.4,1.5,Oklahoma
2019,9,79.7,6.6,Oklahoma
2019,10,57.4,-4.2,Oklahoma
2019,11,46.2,-2.2,Oklahoma
2019,12,43.2,4.2,Oklahoma
2020,1,42.2,5.7,Oklahoma
2020,2,41.8,0.6,Oklahoma
2020,3,55.5,6.2,Oklahoma
2020,4,57.9,-1.5,Oklahoma
2020,5,67.2,-0.8,Oklahoma
2020,6,78.8,1.9,Oklahoma
2020,7,82.6,0.9,Oklahoma
2020,8,79.4,-1.5,Oklahoma
2020,9,70.3,-2.8,Oklahoma
2020,10,58.3,-3.3,Oklahoma
2020,11,53.5,5.1,Oklahoma
2020,12,41,2,Oklahoma
2010,1,36.9,6.6,Oregon
2010,2,37.6,3.5,Oregon
2010,3,39.5,1.1,Oregon
2010,4,42,-1.9,Oregon
2010,5,46.4,-4.1,Oregon
2010,6,55.6,-1.6,Oregon
2010,7,65.3,0.6,Oregon
2010,8,63.5,-0.4,Oregon
2010,9,58.5,1.2,Oregon
2010,10,50,2,Oregon
2010,11,36.7,-1,Oregon
2010,12,33.4,1.6,Oregon
